species,ratio,lag_mode,extinction_mode,max_endpoint_log10_difference,both_initial_conditions_converged,survival_class_differs,relative_composition_l1
Col,0.32374575428176433,off,hard_extinction,2.1077228851140717e-10,True,False,1.0178174969510678e-10
Col,0.32374575428176433,off,no_extinction_control,2.1077228851140717e-10,True,False,1.0178174969510678e-10
Col,0.32374575428176433,on,hard_extinction,1.7433541079636683e-06,True,False,3.1259579509612667e-07
Col,0.32374575428176433,on,no_extinction_control,1.7433541079636683e-06,True,False,3.1259579509612667e-07
Col,0.35564803062231287,off,hard_extinction,4.573712519828632e-08,True,False,2.516574135191796e-08
Col,0.35564803062231287,off,no_extinction_control,4.573712519828632e-08,True,False,2.516574135191796e-08
Col,0.35564803062231287,on,hard_extinction,3.569953468840481e-06,True,False,7.414111241749177e-07
Col,0.35564803062231287,on,no_extinction_control,3.569953468840481e-06,True,False,7.414111241749177e-07
Col,0.3906939937054615,off,hard_extinction,3.611685017723687e-08,True,False,2.444568775183953e-08
Col,0.3906939937054615,off,no_extinction_control,3.611685017723687e-08,True,False,2.444568775183953e-08
Col,0.3906939937054615,on,hard_extinction,3.8669363888743646e-07,True,False,9.076067557234335e-08
Col,0.3906939937054615,on,no_extinction_control,3.8669363888743646e-07,True,False,9.076067557234335e-08
Col,0.42919342601287763,off,hard_extinction,2.8130045419683114e-06,True,False,2.8707270764427584e-06
Col,0.42919342601287763,off,no_extinction_control,2.8130045419683114e-06,True,False,2.8707270764427584e-06
Col,0.42919342601287763,on,hard_extinction,3.6362945987633566e-08,True,False,9.469471831669019e-09
Col,0.42919342601287763,on,no_extinction_control,3.6362945987633566e-08,True,False,9.469471831669019e-09
Col,0.47148663634573923,off,hard_extinction,0.01523619026220091,False,False,0.023643419128563936
Col,0.47148663634573923,off,no_extinction_control,0.01523619026220091,False,False,0.023643419128563936
Col,0.47148663634573923,on,hard_extinction,3.177103247153923e-09,True,False,9.053561789151843e-10
